newid	Group1	Group	Country_of_origin	IRRIseedbankID	HCA	CFA	LPA	FLA	SPLT
IRGC117429_1	SP404	INDICA	Bangladesh	IRGC117429	1.325755632	0.456622773	1.801086576	0.484759672	0.220912086
IRGC117429_2	SP404	INDICA	Bangladesh	IRGC117429	1.319129475	0.463594113	1.74851034	0.467760844	0.190393619
IRGC117429_3	SP404	INDICA	Bangladesh	IRGC117429	1.292296478	0.460108443	1.815282159	0.478898007	0.207733657
IRGC117429_4	SP404	INDICA	Bangladesh	IRGC117429	1.732213258	0.453137103	1.735716789	0.522860492	0.196982833
IRGC117429_5	SP404	INDICA	Bangladesh	IRGC117429	1.574950781	0.484508133	1.414300736	0.343493552	0.23200971
IRGC117429_6	SP404	INDICA	Bangladesh	IRGC117429	1.644237517	0.477536793	1.593410445	0.43024619	0.21813768
IRGC117429_7	SP404	INDICA	Bangladesh	IRGC117429	1.92355025	0.481022463	1.413424465	0.335287222	0.25906017
IRGC117429_8	SP404	INDICA	Bangladesh	IRGC117429	1.600451021	0.467079783	1.623028391	0.421453693	0.204265649
IRGC117429_9	SP404	INDICA	Bangladesh	IRGC117429	1.571437634	0.470565453	1.581317911	0.434349355	0.238945726
IRGC117429_10	SP404	INDICA	Bangladesh	IRGC117429	1.846398846	0.474051123	1.520679986	0.407971864	0.19559563
IRGC117459_1	SP149	INDICA	Bangladesh	IRGC117459	1.16169012	0.505422153	1.342271293	0.881008206	0.276400208
IRGC117459_2	SP149	INDICA	Bangladesh	IRGC117459	1.172408125	0.501936483	1.379775675	0.892731536	0.324605514
IRGC117459_3	SP149	INDICA	Bangladesh	IRGC117459	1.116181159	0.494965143	1.33999299	0.852286049	0.270504595
IRGC117459_4	SP149	INDICA	Bangladesh	IRGC117459	1.108581496	0.498450813	1.294076411	0.857561547	0.303450668
IRGC117459_5	SP149	INDICA	Bangladesh	IRGC117459	0.936139669	0.508907823	1.090080617	0.799531067	0.265649384
IRGC117459_6	SP149	INDICA	Bangladesh	IRGC117459	0.849209469	0.522850503	0.987556958	0.847596717	0.29998266
IRGC117459_7	SP149	INDICA	Bangladesh	IRGC117459	0.918181204	0.512393493	1.07658605	0.614888628	0.329113924
IRGC117459_8	SP149	INDICA	Bangladesh	IRGC117459	0.919235708	0.519364833	1.029092184	0.926729191	0.280215016
IRGC117459_9	SP149	INDICA	Bangladesh	IRGC117459	0.838632596	0.526336174	0.865054329	0.83059789	0.271198197
IRGC117459_10	SP149	INDICA	Bangladesh	IRGC117459	0.85233761	0.515879163	1.036452857	0.647127784	0.319403503
IRGC117545_1	SP157	INDICA	India	IRGC117545	1.477663757	0.564678544	0.295653698	0.137749121	0.178255592
IRGC117545_2	SP157	INDICA	India	IRGC117545	1.600142323	0.561192874	0.163862601	0.113716295	0.23651812
IRGC117545_3	SP157	INDICA	India	IRGC117545	1.624680324	0.557707204	0.170522257	0.140093787	0.220565285
IRGC117545_4	SP157	INDICA	India	IRGC117545	0.888480181	0.540278854	0.085699264	0.101992966	0.220218484
IRGC117545_5	SP157	INDICA	India	IRGC117545	1.115814852	0.550735864	0.157728707	0.110785463	0.192474423
IRGC117545_6	SP157	INDICA	India	IRGC117545	0.335820268	0.547250194	0.078689099	0.086166471	0.231316109
IRGC117545_7	SP157	INDICA	India	IRGC117545	0.889672616	0.536793184	0.077111812	0.121922626	0.240332929
IRGC117545_8	SP157	INDICA	India	IRGC117545	1.252065927	0.543764524	0.070276902	0.136576788	0.212935668
IRGC117545_9	SP157	INDICA	India	IRGC117545	0.289010948	0.554221534	0.177532422	0.113716295	0.199063638
IRGC117545_10	SP157	INDICA	India	IRGC117545	0.770243417	0.568164214	0.269190326	0.15123095	0.192127623
IRGC117598_1	SP95	INDICA	India	IRGC117598	0.337845152	0.589078234	0.212933754	0.080304807	0.238252124
IRGC117598_2	SP95	INDICA	India	IRGC117598	0.313221219	0.585592564	0.207851385	0.221570926	0.251777354
IRGC117598_3	SP95	INDICA	India	IRGC117598	0.323947462	0.578621224	0.185769366	0.197538101	0.239639327
IRGC117598_4	SP95	INDICA	India	IRGC117598	0.303387164	0.596049574	0.21871714	0.172919109	0.252470955
IRGC117598_5	SP95	INDICA	India	IRGC117598	0.27547212	0.582106894	0.19873817	0.232708089	0.253511358
IRGC117598_6	SP95	INDICA	India	IRGC117598	0.32416329	0.592563904	0.213109008	0.177608441	0.250736952
IRGC117598_7	SP95	INDICA	India	IRGC117598	0.25806885	0.599535244	0.239397126	0.114302462	0.215710075
IRGC117598_8	SP95	INDICA	India	IRGC117598	0.291883895	0.603020914	0.253592709	0.156506448	0.246575342
IRGC117598_10	SP95	INDICA	India	IRGC117598	0.273737629	0.609992254	0.220294427	0.136576788	0.237211722
IRGC117598_9	SP95	INDICA	India	IRGC117598	0.230048739	0.606506584	0.203119523	0.137162954	0.193514826
IRGC120851_1	SP151	INDICA	Bangladesh	IRGC120851	0.952981536	0.637877614	0.862600771	0.346424385	0.133865095
IRGC120851_2	SP151	INDICA	Bangladesh	IRGC120851	0.914559931	0.651820294	0.784437434	0.285463072	0.119299462
IRGC120851_3	SP151	INDICA	Bangladesh	IRGC120851	0.87623665	0.634391944	0.824044865	0.284290739	0.122073869
IRGC120851_4	SP151	INDICA	Bangladesh	IRGC120851	0.891201477	0.641363284	0.825271644	0.313012896	0.148083926
IRGC120851_5	SP151	INDICA	Bangladesh	IRGC120851	0.868752686	0.648334624	0.757974062	0.479484174	0.152592336
IRGC120851_6	SP151	INDICA	Bangladesh	IRGC120851	0.885861348	0.644848954	0.888187872	0.298358734	0.133865095
IRGC120851_7	SP151	INDICA	Bangladesh	IRGC120851	0.941009144	0.630906274	1.093585699	0.342321219	0.112363447
IRGC120851_8	SP151	INDICA	Bangladesh	IRGC120851	0.932322504	0.623934934	1.092183666	0.5996483	0.144269117
IRGC120851_9	SP151	INDICA	Bangladesh	IRGC120851	0.911784284	0.620449264	1.056431826	0.442555686	0.116178256
IRGC120851_10	SP151	INDICA	Bangladesh	IRGC120851	0.920213238	0.627420604	1.105678233	0.547479484	0.142535114
IRGC120893_1	SP282	INDICA	Sri_Lanka	IRGC120893	0.411229923	0.676219985	0.120925342	0.413833529	0.254898561
IRGC120893_2	SP282	INDICA	Sri_Lanka	IRGC120893	0.382426323	0.686676995	0.101472135	0.516412661	0.223339691
IRGC120893_3	SP282	INDICA	Sri_Lanka	IRGC120893	0.341296552	0.683191325	0.115492464	0.419695193	0.219178082
IRGC120893_4	SP282	INDICA	Sri_Lanka	IRGC120893	0.331388724	0.679705655	0.119348055	0.484173505	0.239986128
IRGC120893_5	SP282	INDICA	Sri_Lanka	IRGC120893	0.299709464	0.662277304	0.070452156	0.504103165	0.221605688
IRGC120893_6	SP282	INDICA	Sri_Lanka	IRGC120893	0.485078993	0.690162665	0.391868209	0.319460727	0.212935668
IRGC120893_7	SP282	INDICA	Sri_Lanka	IRGC120893	0.288162572	0.665762974	0.074132492	0.506447831	0.246575342
IRGC120893_8	SP282	INDICA	Sri_Lanka	IRGC120893	0.303563225	0.669248644	0.076410796	0.441969519	0.230275707
IRGC120893_9	SP282	INDICA	Sri_Lanka	IRGC120893	0.430159565	0.693648335	0.339291973	0.286635404	0.253511358
IRGC120893_10	SP282	INDICA	Sri_Lanka	IRGC120893	0.296213124	0.672734314	0.062390466	0.534583822	0.226460898
IRGC120932_1	SP265	INDICA	Bangladesh	IRGC120932	0.798401896	0.448093533	0.648314366	0.104416966	0.120001505
IRGC120932_2	SP265	INDICA	Bangladesh	IRGC120932	0.71002107	0.411175784	0.592734304	0.146261795	0.083409918
IRGC120932_3	SP265	INDICA	Bangladesh	IRGC120932	0.344019912	0.613477924	0.21871714	0.098475967	0.213976071
IRGC120932_4	SP265	INDICA	Bangladesh	IRGC120932	0.337603864	0.616963594	0.230459166	0.17936694	0.203918849
IRGC120932_5	SP265	INDICA	Bangladesh	IRGC120932	0.349376388	0.362313938	0.405282332	0.419168591	0.562370541
IRGC120932_6	SP265	INDICA	Bangladesh	IRGC120932	0.180186141	0.867931836	0.087802313	0.107854631	0.182417201
IRGC120932_7	SP265	INDICA	Bangladesh	IRGC120932	0.143781393	0.871417506	0.077287066	0.100820633	0.179295994
IRGC120932_8	SP265	INDICA	Bangladesh	IRGC120932	0.361719208	0.25270636	0.426229508	0.115473441	0.159493671
IRGC120932_9	SP265	INDICA	Bangladesh	IRGC120932	0.351487663	0.404939107	0.43989071	0.259815242	0.135673188
IRGC120932_10	SP265	INDICA	Bangladesh	IRGC120932	0.160977579	0.243572395	0.035519126	0.262702079	0.250632911
IRGC120934_1	SP29	INDICA	Bangladesh	IRGC120934	1.716888285	0.728505035	2.927269541	0.503516999	0.20912086
IRGC120934_2	SP29	INDICA	Bangladesh	IRGC120934	1.653954098	0.731990705	2.709078163	0.443728019	0.176521588
IRGC120934_3	SP29	INDICA	Bangladesh	IRGC120934	1.696635716	0.735476375	2.899929898	0.449589683	0.176868389
IRGC120934_4	SP29	INDICA	Bangladesh	IRGC120934	1.676936966	0.738962045	2.883806519	0.522860492	0.231316109
IRGC120934_5	SP29	INDICA	Bangladesh	IRGC120934	0.719559385	0.718048025	0.93533123	0.257327081	0.198716837
IRGC120934_6	SP29	INDICA	Bangladesh	IRGC120934	1.63535958	0.721533695	2.824220119	0.489449004	0.193861626
IRGC120934_7	SP29	INDICA	Bangladesh	IRGC120934	1.673830437	0.725019365	2.780056081	0.492966002	0.193168025
IRGC120934_8	SP29	INDICA	Bangladesh	IRGC120934	0.746720853	0.711076685	1.017525412	0.208675264	0.19108722
IRGC120934_9	SP29	INDICA	Bangladesh	IRGC120934	0.704000542	0.714562355	0.91657904	0.39038687	0.221605688
IRGC120934_10	SP29	INDICA	Bangladesh	IRGC120934	0.753136348	0.707591015	1.011742026	0.347010551	0.187272412
IRGC120935_1	SP75	INDICA	Bangladesh	IRGC120935	1.038013414	0.780790085	1.580967403	0.150644783	0.144615918
IRGC120935_2	SP75	INDICA	Bangladesh	IRGC120935	0.964045627	0.777304415	1.535226078	0.197538101	0.140454309
IRGC120935_3	SP75	INDICA	Bangladesh	IRGC120935	0.654415255	0.770333075	0.880301437	0.173505275	0.14565632
IRGC120935_4	SP75	INDICA	Bangladesh	IRGC120935	0.61925124	0.763361735	0.894847529	0.142438453	0.148430727
IRGC120935_5	SP75	INDICA	Bangladesh	IRGC120935	0.614188258	0.773818745	0.880301437	0.220398593	0.153285937
IRGC120935_6	SP75	INDICA	Bangladesh	IRGC120935	0.611731939	0.766847405	0.916754294	0.177608441	0.170972776
IRGC120935_7	SP75	INDICA	Bangladesh	IRGC120935	0.256151333	0.759876065	0.306344199	0.131887456	0.148083926
IRGC120935_8	SP75	INDICA	Bangladesh	IRGC120935	0.313735808	0.756390395	0.309498773	0.135990621	0.131437489
IRGC120935_9	SP75	INDICA	Bangladesh	IRGC120935	0.292007664	0.752904725	0.318436733	0.116647128	0.131437489
IRGC120935_10	SP75	INDICA	Bangladesh	IRGC120935	0.315247816	0.749419055	0.352611286	0.132473623	0.143922317
IRGC120953_1	SP421	INDICA	Bangladesh	IRGC120953	1.706192362	0.791247095	2.985278654	0.234466589	0.108201838
IRGC120953_2	SP421	INDICA	Bangladesh	IRGC120953	1.655859679	0.794732765	2.884507536	0.064478312	0.119299462
IRGC120953_3	SP421	INDICA	Bangladesh	IRGC120953	0.750931242	0.819132455	1.166316158	0.069167644	0.115831455
IRGC120953_4	SP421	INDICA	Bangladesh	IRGC120953	1.659039077	0.798218435	3.035226078	0.192848769	0.091902202
IRGC120953_5	SP421	INDICA	Bangladesh	IRGC120953	1.880968943	0.815646785	3.396074308	0.144196952	0.107855037
IRGC120953_6	SP421	INDICA	Bangladesh	IRGC120953	1.674908697	0.801704105	3.034525061	0.195779601	0.102653026
IRGC120953_7	SP421	INDICA	Bangladesh	IRGC120953	1.787884022	0.808675445	3.306869961	0.192262603	0.080457777
IRGC120953_8	SP421	INDICA	Bangladesh	IRGC120953	0.747399674	0.822618125	1.117595513	0.053927315	0.119299462
IRGC120953_9	SP421	INDICA	Bangladesh	IRGC120953	1.797320899	0.805189775	3.227129338	0.162954279	0.108201838
IRGC120953_10	SP421	INDICA	Bangladesh	IRGC120953	1.825951681	0.812161115	3.314756397	0.128370457	0.107161436
IRGC120961_1	SP209	INDICA	Bangladesh	IRGC120961	0.178395389	0.843532146	0.135646688	0.178194607	0.159528351
IRGC120961_2	SP209	INDICA	Bangladesh	IRGC120961	0.225456788	0.850503486	0.142832107	0.140679953	0.15918155
IRGC120961_3	SP209	INDICA	Bangladesh	IRGC120961	0.174985339	0.853989156	0.141780582	0.134818288	0.162649558
IRGC120961_4	SP209	INDICA	Bangladesh	IRGC120961	0.150292472	0.864446166	0.099894848	0.100820633	0.195942431
IRGC120961_5	SP209	INDICA	Bangladesh	IRGC120961	0.210137445	0.836560806	0.134770417	0.181711606	0.184844807
IRGC120961_6	SP209	INDICA	Bangladesh	IRGC120961	0.182548032	0.847017816	0.126182965	0.093786635	0.165770765
IRGC120961_7	SP209	INDICA	Bangladesh	IRGC120961	0.18907185	0.860960496	0.105327725	0.130128957	0.185885209
IRGC120961_8	SP209	INDICA	Bangladesh	IRGC120961	0.203040481	0.857474826	0.127059236	0.133645955	0.166811167
IRGC120961_9	SP209	INDICA	Bangladesh	IRGC120961	0.171506324	0.833075136	0.129688048	0.21101993	0.167504769
IRGC120961_10	SP209	INDICA	Bangladesh	IRGC120961	0.21742012	0.840046476	0.138801262	0.182883939	0.176174788
IRGC120969_1	SP213	INDICA	Bangladesh	IRGC120969	0.343990343	0.874903176	0.23957238	0.339390387	0.11375065
IRGC120969_2	SP213	INDICA	Bangladesh	IRGC120969	0.35944618	0.878388846	0.262881178	0.294841735	0.113057049
IRGC120969_3	SP213	INDICA	Bangladesh	IRGC120969	0.342481933	0.885360186	0.273746933	0.376318875	0.108201838
IRGC120969_4	SP213	INDICA	Bangladesh	IRGC120969	0.296153632	0.899302866	0.226778829	0.226260258	0.082885382
IRGC120969_5	SP213	INDICA	Bangladesh	IRGC120969	0.297421292	0.888845856	0.213459516	0.266705744	0.128663083
IRGC120969_6	SP213	INDICA	Bangladesh	IRGC120969	0.334213112	0.881874516	0.272520154	0.294255569	0.122073869
IRGC120969_7	SP213	INDICA	Bangladesh	IRGC120969	0.266818968	0.892331526	0.222923239	0.298358734	0.085312988
IRGC120969_8	SP213	INDICA	Bangladesh	IRGC120969	0.276872263	0.895817196	0.242726954	0.201641266	0.098144616
IRGC120969_9	SP213	INDICA	Bangladesh	IRGC120969	0.223675608	0.902788536	0.165264634	0.208089097	0.097451014
IRGC120969_10	SP213	INDICA	Bangladesh	IRGC120969	0.247309082	0.906274206	0.157728707	0.216295428	0.094676608
IRGC120971_1	SP223	INDICA	China	IRGC120971	1.008634925	0.948102246	0.111812128	0.575615475	0.202184845
IRGC120971_2	SP223	INDICA	China	IRGC120971	1.060377392	0.923702556	0.15702769	0.518171161	0.170625975
IRGC120971_3	SP223	INDICA	China	IRGC120971	1.008049009	0.941130906	0.136522958	0.555685815	0.232356511
IRGC120971_4	SP223	INDICA	China	IRGC120971	0.991677272	0.920216886	0.140378549	0.637749121	0.164383562
IRGC120971_5	SP223	INDICA	China	IRGC120971	1.012412996	0.934159566	0.127584998	0.691676436	0.197329634
IRGC120971_6	SP223	INDICA	China	IRGC120971	1.021309282	0.927188226	0.154574132	0.5996483	0.160568753
IRGC120971_7	SP223	INDICA	China	IRGC120971	0.996784723	0.937645236	0.141605328	0.463071512	0.205999653
IRGC120971_8	SP223	INDICA	China	IRGC120971	0.905195675	0.944616576	0.12127585	0.745603751	0.219524883
IRGC120971_9	SP223	INDICA	China	IRGC120971	0.911616961	0.916731216	0.158955485	0.488276671	0.198370036
IRGC120971_10	SP223	INDICA	China	IRGC120971	0.865145059	0.930673896	0.138801262	0.538100821	0.234090515
IRGC120972_1	SP403	INDICA	China	IRGC120972	0.531832635	0.572395129	0.361566485	0.54965358	0.641081703
IRGC120972_2	SP403	INDICA	China	IRGC120972	0.510565918	0.557171854	0.366727383	0.637990762	0.433947066
IRGC120972_3	SP403	INDICA	China	IRGC120972	0.476920446	0.441474966	0.363995143	0.584295612	0.695972382
IRGC120972_4	SP403	INDICA	China	IRGC120972	0.519621767	0.584573748	0.418943534	0.718822171	0.582048331
IRGC120972_5	SP403	INDICA	China	IRGC120972	0.470653257	0.429296346	0.365816636	0.60334873	0.368699655
IRGC120972_6	SP403	INDICA	China	IRGC120972	0.485583343	0.51759134	0.412568306	0.58256351	0.656616801
IRGC120972_7	SP403	INDICA	China	IRGC120972	0.439959388	0.560216509	0.351244687	0.588337182	0.463981588
IRGC120972_8	SP403	INDICA	China	IRGC120972	0.450136103	0.508457375	0.347298118	0.586605081	0.353164557
IRGC120972_9	SP403	INDICA	China	IRGC120972	0.476709184	0.453653586	0.361262902	0.572748268	0.733256617
IRGC120972_10	SP403	INDICA	China	IRGC120972	0.52125289	0.48105548	0.52944748	0.544457275	0.572727273
IRGC120974_1	SP36	INDICA	Taiwan	IRGC120974	0.94890709	0.334912043	0.453855495	0.418013857	0.316915995
IRGC120974_2	SP36	INDICA	Taiwan	IRGC120974	0.859125912	0.310554804	0.420765027	0.512702079	0.136708861
IRGC120974_3	SP36	INDICA	Taiwan	IRGC120974	0.695435628	0.274018945	0.431997571	0.484988453	0.229919448
IRGC120974_4	SP36	INDICA	Taiwan	IRGC120974	0.700999684	0.179634641	0.519125683	0.464203233	0.208170311
IRGC120974_5	SP36	INDICA	Taiwan	IRGC120974	0.696588468	0.197902571	0.595931998	0.517321016	0.251668585
IRGC120974_6	SP36	INDICA	Taiwan	IRGC120974	0.621767673	0.255751015	0.431390407	0.438799076	0.228883774
IRGC120974_7	SP36	INDICA	Taiwan	IRGC120974	0.590515522	0.237483085	0.520643594	0.378752887	0.200920598
IRGC120974_8	SP36	INDICA	Taiwan	IRGC120974	0.536793998	0.179634641	0.415300546	0.48960739	0.314844649
IRGC120974_9	SP36	INDICA	Taiwan	IRGC120974	0.582513572	0.295331529	0.517911354	0.448036952	0.218527043
IRGC120974_10	SP36	INDICA	Taiwan	IRGC120974	0.552275083	0.261840325	0.464177292	0.401847575	0.478481013
IRGC120976_1	SP139	INDICA	Guatemala	IRGC120976	1.054807404	0.225304465	1.630843959	0.311200924	0.30863061
IRGC120976_2	SP139	INDICA	Guatemala	IRGC120976	1.031127499	0.200947226	1.63630844	0.51039261	0.315880322
IRGC120976_3	SP139	INDICA	Guatemala	IRGC120976	1.020537197	0.231393775	1.702489375	0.424364896	0.225776755
IRGC120976_4	SP139	INDICA	Guatemala	IRGC120976	1.009269892	0.127875507	1.675470553	0.368360277	0.200920598
IRGC120976_5	SP139	INDICA	Guatemala	IRGC120976	0.977140885	0.26488498	1.632058288	0.516166282	0.345914845
IRGC120976_6	SP139	INDICA	Guatemala	IRGC120976	1.218750873	0.200947226	2.091378264	0.185334873	0.079746835
IRGC120976_7	SP139	INDICA	Guatemala	IRGC120976	0.996863192	0.164411367	1.683667274	0.379330254	0.128423475
IRGC120976_8	SP139	INDICA	Guatemala	IRGC120976	0.943900553	0.200947226	1.596539162	0.363163972	0.222669735
IRGC120976_9	SP139	INDICA	Guatemala	IRGC120976	0.993581938	0.164411367	1.614450516	0.433025404	0.262025316
IRGC120976_10	SP139	INDICA	Guatemala	IRGC120976	1.294163987	0.155277402	2.229811779	0.206120092	0.156386651
IRGC120977_1	SP60	INDICA	Guatemala	IRGC120977	0.296304229	0.365358593	0.222222222	0.173787529	0.233026467
IRGC120977_2	SP60	INDICA	Guatemala	IRGC120977	0.312094329	0.292286874	0.248026715	0.189953811	0.300345224
IRGC120977_3	SP60	INDICA	Guatemala	IRGC120977	0.243936398	0.295331529	0.244383728	0.197459584	0.320023015
IRGC120977_4	SP60	INDICA	Guatemala	IRGC120977	0.301208917	0.289242219	0.245901639	0.154734411	0.266168009
IRGC120977_5	SP60	INDICA	Guatemala	IRGC120977	0.288499898	0.292286874	0.221007893	0.151270208	0.349021864
IRGC120977_6	SP60	INDICA	Guatemala	IRGC120977	0.240159246	0.334912043	0.22465088	0.166281755	0.26306099
IRGC120977_7	SP60	INDICA	Guatemala	IRGC120977	0.317321111	0.182679296	0.349423194	0.135681293	0.166743383
IRGC120977_8	SP60	INDICA	Guatemala	IRGC120977	0.25999513	0.237483085	0.196114147	0.118360277	0.21127733
IRGC120977_9	SP60	INDICA	Guatemala	IRGC120977	0.269706725	0.319688769	0.225561627	0.147228637	0.317951669
IRGC120977_10	SP60	INDICA	Guatemala	IRGC120977	0.349102702	0.170500677	0.381299332	0.116050808	0.157422325
IRGC120978_1	SP242	INDICA	Bangladesh	IRGC120978	0.865684786	0.678958051	1.170309654	0.293879908	0.225776755
IRGC120978_2	SP242	INDICA	Bangladesh	IRGC120978	0.912184412	0.700270636	1.170006072	0.402424942	0.303452244
IRGC120978_3	SP242	INDICA	Bangladesh	IRGC120978	0.766485458	0.995602165	0.989678203	0.327944573	0.241311853
IRGC120978_4	SP242	INDICA	Bangladesh	IRGC120978	0.906737054	0.776387009	1.279902854	0.299076212	0.322094361
IRGC120978_5	SP242	INDICA	Bangladesh	IRGC120978	0.757546625	0.730717185	1.037340619	0.451501155	0.352128884
IRGC120978_6	SP242	INDICA	Bangladesh	IRGC120978	0.925111015	0.800744249	1.243169399	0.431293303	0.28273878
IRGC120978_7	SP242	INDICA	Bangladesh	IRGC120978	0.845469814	0.712449256	1.09623558	0.426096998	0.241311853
IRGC120978_8	SP242	INDICA	Bangladesh	IRGC120978	0.757565283	0.779431664	0.982999393	0.408198614	0.158457998
IRGC120978_9	SP242	INDICA	Bangladesh	IRGC120978	0.799941165	0.663734777	1.075288403	0.316974596	0.352128884
IRGC120978_10	SP242	INDICA	Bangladesh	IRGC120978	0.806957706	0.685047361	1.123861566	0.364896074	0.349021864
IRGC120984_1	SP298	INDICA	Philippines	IRGC120984	1.147722777	0.575439783	0.342440801	0.703810624	1.239700806
IRGC120984_2	SP298	INDICA	Philippines	IRGC120984	1.36851415	0.557171854	0.32756527	0.622401848	1.199309551
IRGC120984_3	SP298	INDICA	Philippines	IRGC120984	1.125133426	0.636332882	0.345173042	0.605658199	1.320483314
IRGC120984_4	SP298	INDICA	Philippines	IRGC120984	1.104056442	0.432341001	0.338494232	0.103926097	1.14027618
IRGC120984_5	SP298	INDICA	Philippines	IRGC120984	1.440374906	0.755074425	0.425925926	0.756351039	0.417376295
IRGC120984_6	SP298	INDICA	Philippines	IRGC120984	2.136641494	0.885994587	0.52003643	0.776558891	0.477445339
IRGC120984_7	SP298	INDICA	Philippines	IRGC120984	1.80401263	0.834235453	0.569216758	0.728637413	0.416340621
IRGC120984_8	SP298	INDICA	Philippines	IRGC120984	1.950704576	0.794654939	0.5667881	0.752886836	0.620368239
IRGC120984_9	SP298	INDICA	Philippines	IRGC120984	1.947411529	0.776387009	0.618093503	0.758660508	0.68561565
IRGC120984_10	SP298	INDICA	Philippines	IRGC120984	1.636409335	0.663734777	0.539769277	0.845842956	0.507479862
IRGC120999_1	SP56	INDICA	Bangladesh	IRGC120999	0.907225891	0.566305819	0.112021858	0.275981524	0.909321059
IRGC120999_2	SP56	INDICA	Bangladesh	IRGC120999	0.911209112	0.392760487	0.094414086	0.330831409	0.792289988
IRGC120999_3	SP56	INDICA	Bangladesh	IRGC120999	0.297107728	0.535859269	0.078020644	0.299076212	0.935212888
IRGC120999_4	SP56	INDICA	Bangladesh	IRGC120999	0.202805436	0.474966171	0.101700061	0.30369515	1.022209436
IRGC120999_5	SP56	INDICA	Bangladesh	IRGC120999	1.486966773	0.383626522	0.142076503	0.349307159	0.598619102
IRGC120999_6	SP56	INDICA	Bangladesh	IRGC120999	1.118541147	0.404939107	0.135701275	0.339491917	0.462945915
IRGC120999_7	SP56	INDICA	Bangladesh	IRGC120999	1.066934868	0.435385656	0.143897996	0.202655889	0.107710012
IRGC120999_8	SP56	INDICA	Bangladesh	IRGC120999	1.019121759	0.289242219	0.14845173	0.224595843	0.122209436
IRGC120999_9	SP56	INDICA	Bangladesh	IRGC120999	1.030404655	0.383626522	0.181238616	0.224018476	0.187456847
IRGC120999_10	SP56	INDICA	Bangladesh	IRGC120999	1.052315031	0.316644114	0.161202186	0.254618938	0.212313003
IRGC121001_1	SP48	INDICA	China	IRGC121001	0.501414309	0.398849797	0.578627808	0.491916859	0.356271577
IRGC121001_2	SP48	INDICA	China	IRGC121001	0.484713087	0.392760487	0.550698239	0.443418014	0.18849252
IRGC121001_3	SP48	INDICA	China	IRGC121001	0.491082694	0.307510149	0.608986035	0.442263279	0.38009206
IRGC121001_4	SP48	INDICA	China	IRGC121001	0.447957188	0.322733424	0.540983607	0.494226328	0.389413119
IRGC121001_5	SP48	INDICA	China	IRGC121001	0.427046069	0.392760487	0.56284153	0.504618938	0.292059839
IRGC121001_6	SP48	INDICA	China	IRGC121001	0.480592598	0.319688769	0.689131755	0.487297921	0.295166858
IRGC121001_7	SP48	INDICA	China	IRGC121001	0.457072654	0.283152909	0.634183364	0.56812933	0.30552359
IRGC121001_8	SP48	INDICA	China	IRGC121001	0.474893113	0.414073072	0.622040073	0.495381062	0.468124281
IRGC121001_9	SP48	INDICA	China	IRGC121001	0.334213398	0.386671177	0.459623558	0.484988453	0.249597238
IRGC121001_10	SP48	INDICA	China	IRGC121001	0.361191205	0.316644114	0.558894961	0.530023095	0.335558113
IRGC121007_1	SP301	INDICA	Bangladesh	IRGC121007	0.951267961	0.581529093	1.334547662	0.207274827	0.350057537
IRGC121007_2	SP301	INDICA	Bangladesh	IRGC121007	0.691645803	0.621109608	0.937462052	0.158775982	0.596547756
IRGC121007_3	SP301	INDICA	Bangladesh	IRGC121007	0.851942216	0.599797023	1.296903461	0.207852194	0.24027618
IRGC121007_4	SP301	INDICA	Bangladesh	IRGC121007	0.752377726	0.551082544	1.006071645	0.163972286	0.447410817
IRGC121007_5	SP301	INDICA	Bangladesh	IRGC121007	0.807479379	0.618064953	1.121736491	0.189376443	0.560299194
IRGC121007_6	SP301	INDICA	Bangladesh	IRGC121007	0.695668672	0.551082544	0.967516697	0.209584296	0.422554661
IRGC121007_7	SP301	INDICA	Bangladesh	IRGC121007	0.643655809	0.304465494	1.034608379	0.120092379	0.764326812
IRGC121007_8	SP301	INDICA	Bangladesh	IRGC121007	0.666241328	0.49932341	1.023679417	0.1073903	0.481588032
IRGC121007_9	SP301	INDICA	Bangladesh	IRGC121007	0.651150284	0.508457375	1.025197328	0.112009238	0.546835443
IRGC121007_10	SP301	INDICA	Bangladesh	IRGC121007	0.595792167	0.414073072	1.03339405	0.144919169	0.607940161
IRGC121046_1	SP168	INDICA	Bangladesh	IRGC121046	0.480494328	0.371447903	0.554037644	0.436489607	0.42566168
IRGC121046_2	SP168	INDICA	Bangladesh	IRGC121046	0.534182215	0.441474966	0.679720704	0.319284065	0.272382048
IRGC121046_3	SP168	INDICA	Bangladesh	IRGC121046	0.368061604	0.356224628	0.411353977	0.306004619	0.577905639
IRGC121046_4	SP168	INDICA	Bangladesh	IRGC121046	0.406882197	0.526725304	0.405889496	0.210161663	0.323130035
IRGC121046_5	SP168	INDICA	Bangladesh	IRGC121046	0.346026761	0.441474966	0.381602914	0.242494226	0.678365938
IRGC121046_6	SP168	INDICA	Bangladesh	IRGC121046	0.39695265	0.389715832	0.433819065	0.23960739	0.404948216
IRGC121046_7	SP168	INDICA	Bangladesh	IRGC121046	0.491328538	0.444519621	0.690042502	0.243071594	0.495051784
IRGC121046_8	SP168	INDICA	Bangladesh	IRGC121046	0.483492067	0.453653586	0.710382514	0.259815242	0.431875719
IRGC121046_9	SP168	INDICA	Bangladesh	IRGC121046	0.489379458	0.478010825	0.724954463	0.31408776	0.642117376
